dataset,task,task_type,method,split,metric_name,metric_value,ci_lower,ci_upper,n_folds,cell_deg,feature_dim,n_samples,n_test,seed,model_name,model_target
bt-bioclim,bioclim_08,regression,linear,spatial,r2,0.5195703081049392,0.470986443549622,0.5681541726602565,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_09,regression,linear,spatial,r2,0.7605913456035733,0.7054444222106732,0.8157382689964735,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_10,regression,linear,spatial,r2,0.6801771619509811,0.6047030834639252,0.755651240438037,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_11,regression,linear,spatial,r2,0.8890788282064823,0.862589866359265,0.9155677900536996,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_12,regression,linear,spatial,r2,0.13974207123208504,0.03949886279195501,0.23998527967221506,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_13,regression,linear,spatial,r2,0.18050605089935798,0.11960643906196224,0.24140566273675373,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_14,regression,linear,spatial,r2,0.05559536687650333,0.002326294333076677,0.10886443941992999,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_15,regression,linear,spatial,r2,0.19173823109852522,0.1487059111343989,0.23477055106265154,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_16,regression,linear,spatial,r2,0.17352987474590426,0.10971776622851108,0.23734198326329742,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_17,regression,linear,spatial,r2,0.060397873130615044,0.002188302064698437,0.11860744419653166,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_18,regression,linear,spatial,r2,0.09334604056551692,0.03792811453137268,0.14876396659966115,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-bioclim,bioclim_19,regression,linear,spatial,r2,0.029076154848346136,-0.05352645914251079,0.11167876883920307,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-population,pop_density,regression,linear,random,r2,0.019723944250486247,0.010539509346559898,0.028908379154412595,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-population,pop_density,regression,linear,spatial,r2,0.011634281406571833,0.003802804258445645,0.019465758554698023,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-distroad,maxdist_road,regression,linear,random,r2,0.2018739542139155,0.198605360193852,0.20514254823397898,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
bt-distroad,maxdist_road,regression,linear,spatial,r2,0.17120957848184176,0.05311190695656065,0.2893072500071229,5,10.0,4,9681,9681,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-phys_health,phlth_crudeprev,regression,linear,random,r2,0.06769246412552862,0.06443683945768865,0.0709480887933686,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-phys_health,phlth_crudeprev,regression,linear,spatial,r2,-0.2301305276362547,-0.38176441378065296,-0.07849664149185645,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-diabetes,diabetes_crudeprev,regression,linear,random,r2,0.11683465047126126,0.11168083708667995,0.12198846385584258,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-diabetes,diabetes_crudeprev,regression,linear,spatial,r2,-0.1316871712678166,-0.32635576848238484,0.06298142594675166,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-copd,copd_crudeprev,regression,linear,random,r2,0.04112582400573197,0.03733529129116507,0.04491635672029887,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-copd,copd_crudeprev,regression,linear,spatial,r2,-0.2669798331231022,-0.5297213010581822,-0.004238365188022231,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-cancer,cancer_crudeprev,regression,linear,random,r2,0.07101441165691966,0.06515209518736408,0.07687672812647524,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-cancer,cancer_crudeprev,regression,linear,spatial,r2,0.041474691007480156,0.010301401729095407,0.0726479802858649,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-chd,chd_crudeprev,regression,linear,random,r2,0.02477736438737397,0.020620170945973418,0.02893455782877452,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-chd,chd_crudeprev,regression,linear,spatial,r2,-0.1167246688687742,-0.24026024164435555,0.006810903906807178,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-mental_health,mhlth_crudeprev,regression,linear,random,r2,0.09419227575677355,0.08980231613716794,0.09858223537637917,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-mental_health,mhlth_crudeprev,regression,linear,spatial,r2,-0.1885242052666498,-0.33887684932195483,-0.038171561211344796,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-checkup,checkup_crudeprev,regression,linear,random,r2,0.4887266608222463,0.4790234175249828,0.4984299041195098,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-checkup,checkup_crudeprev,regression,linear,spatial,r2,0.3048230688680156,0.07967194438236774,0.5299741933536635,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-sleep_lt7,sleep_crudeprev,regression,linear,random,r2,0.1954031900857674,0.1901655069613408,0.200640873210194,5,10.0,4,32409,32409,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-sleep_lt7,sleep_crudeprev,regression,linear,spatial,r2,-0.13103448943300341,-0.38966079275317844,0.12759181388717158,5,10.0,4,32409,32409,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-asthma,casthma_crudeprev,regression,linear,random,r2,0.06478507989311877,0.056605462971049764,0.07296469681518777,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-asthma,casthma_crudeprev,regression,linear,spatial,r2,-0.059884054003553455,-0.13460136442790407,0.014833256420797164,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-obesity,obesity_crudeprev,regression,linear,random,r2,0.1565297278887142,0.146520880850608,0.1665385749268204,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-obesity,obesity_crudeprev,regression,linear,spatial,r2,-0.19160898196309575,-0.6353901384790301,0.2521721745528387,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-smoking,csmoking_crudeprev,regression,linear,random,r2,0.08190337482991603,0.07667058055706755,0.0871361691027645,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-smoking,csmoking_crudeprev,regression,linear,spatial,r2,-0.207221497239343,-0.41458690783406754,0.00014391335538155303,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-high_chol,highchol_crudeprev,regression,linear,random,r2,0.04877223706036142,0.046001879323048285,0.051542594797674555,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
places-high_chol,highchol_crudeprev,regression,linear,spatial,r2,-0.08403463727184315,-0.15592985547666866,-0.012139419067017668,5,10.0,4,31435,31435,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-treecover,treecover,regression,linear,random,r2,0.3370538152188473,0.3333539393207205,0.3407536911169741,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-treecover,treecover,regression,linear,spatial,r2,0.19619426389730837,0.022633571732706137,0.3697549560619106,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-elevation,elevation,regression,linear,random,r2,0.4449159375318822,0.44226995535866837,0.447561919705096,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-elevation,elevation,regression,linear,spatial,r2,-0.18741570361672616,-0.9245271807340019,0.5496957735005494,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-population,population,regression,linear,random,r2,0.25417524768286814,0.2502049756800042,0.25814551968573207,5,10.0,4,67968,67968,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-population,population,regression,linear,spatial,r2,0.13477367299339965,-0.007476967640074106,0.2770243136268734,5,10.0,4,67968,67968,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-nightlights,nightlights,regression,linear,random,r2,0.015162865384421288,0.01420828633831697,0.016117444430525606,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-nightlights,nightlights,regression,linear,spatial,r2,-0.0338970313073367,-0.05988179245715599,-0.007912270157517408,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-income,income,regression,linear,random,r2,0.062501399308968,0.059021690551461795,0.06598110806647421,5,10.0,4,91377,91377,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-income,income,regression,linear,spatial,r2,-0.04558118729100265,-0.09404503955685996,0.0028826649748546623,5,10.0,4,91377,91377,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-roads,roads,regression,linear,random,r2,0.008538828957463584,0.007049949120076252,0.010027708794850917,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-roads,roads,regression,linear,spatial,r2,-0.007633129531686644,-0.015780269110367187,0.0005140100469938997,5,10.0,4,100000,100000,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-housing,housing,regression,linear,random,r2,0.2520148354045443,0.24508612392857906,0.2589435468805095,5,10.0,4,54586,54586,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
mosaiks-housing,housing,regression,linear,spatial,r2,0.036397157223544196,-0.10572367684544676,0.17851799129253515,5,10.0,4,54586,54586,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
country,country,classification,knn5,random,accuracy,0.9442590432312971,0.9378326159221629,0.9506854705404312,5,10.0,4,8432,8432,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
country,country,classification,linear,random,accuracy,0.43322743773460387,0.4216005921050248,0.4448542833641829,5,10.0,4,8432,8432,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
country,country,classification,knn5,spatial,accuracy,0.7891213707587486,0.7674483722419975,0.8107943692754996,5,10.0,4,8432,8432,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
country,country,classification,linear,spatial,accuracy,0.38790940642356875,0.35085889201794707,0.42495992082919043,5,10.0,4,8432,8432,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,biome,classification,knn5,random,accuracy,0.8599767981438514,0.851793414344061,0.8681601819436419,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,biome,classification,linear,random,accuracy,0.4567285180091858,0.44813599538453674,0.46532104063383484,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,ecoregion,classification,knn5,random,accuracy,0.7092807424593968,0.7002543556083866,0.718307129310407,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,ecoregion,classification,linear,random,accuracy,0.13839906752109526,0.13164856503186884,0.1451495700103217,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,biome,classification,knn5,spatial,accuracy,0.7362995029510674,0.7097698131969238,0.762829192705211,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,biome,classification,linear,spatial,accuracy,0.3732656478881836,0.2999661056243058,0.4465651901520614,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,ecoregion,classification,knn5,spatial,accuracy,0.4516788468091729,0.4101891882161234,0.49316850540222246,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
ecoregions,ecoregion,classification,linear,spatial,accuracy,0.12809743136167526,0.0816478273185641,0.17454703540478642,5,10.0,4,8620,8620,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
worldclim-bio1,bio1,regression,linear,random,r2,0.8991100894734994,0.8965613196868427,0.901658859260156,5,10.0,4,18068,18068,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
worldclim-bio1,bio1,regression,linear,spatial,r2,0.8928869325327706,0.8748130256046887,0.9109608394608526,5,10.0,4,18068,18068,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
worldclim-bio12,bio12,regression,linear,random,r2,0.2641046749229121,0.258285737042245,0.26992361280357924,5,10.0,4,18068,18068,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
worldclim-bio12,bio12,regression,linear,spatial,r2,0.24080711719783282,0.19003888043070893,0.2915753539649567,5,10.0,4,18068,18068,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
soilgrids-soc,soc,regression,linear,random,r2,0.5247363718607632,0.4977101668770227,0.5517625768445036,5,10.0,4,4884,4884,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
soilgrids-soc,soc,regression,linear,spatial,r2,0.4880303500617674,0.418540756974739,0.5575199431487958,5,10.0,4,4884,4884,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
soilgrids-phh2o,phh2o,regression,linear,random,r2,0.12171044821173342,0.10424765504707934,0.1391732413763875,5,10.0,4,4884,4884,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
soilgrids-phh2o,phh2o,regression,linear,spatial,r2,0.09215120208919966,0.07440561723113065,0.10989678694726868,5,10.0,4,4884,4884,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,knn5,random,accuracy,0.8830219545009784,0.872364983045834,0.8936789259561229,5,10.0,4,2556,2556,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,linear,random,accuracy,0.8755847930908203,0.8675717705125096,0.883597815669131,5,10.0,4,2556,2556,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,knn5,spatial,accuracy,0.9091877636381337,0.8327065793521987,0.9856689479240687,5,10.0,4,2556,2556,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,linear,spatial,accuracy,0.9184882521629334,0.8484762419708121,0.9885002623550547,5,10.0,4,2556,2556,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-aster_ged,aster_ged,regression,linear,random,r2,0.2181152088811563,0.2077204836248295,0.22850993413748308,5,10.0,4,17636,17636,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-aster_ged,aster_ged,regression,linear,spatial,r2,0.03419210378409008,-0.21602994020455626,0.28441414777273644,5,10.0,4,17636,17636,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_coarse,canada_crops_coarse,classification,knn5,random,accuracy,0.4931905403000549,0.485472495876937,0.5009085847231728,5,10.0,4,16079,16079,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_coarse,canada_crops_coarse,classification,linear,random,accuracy,0.45375950932502745,0.44986841616872025,0.45765060248133466,5,10.0,4,16079,16079,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_coarse,canada_crops_coarse,classification,knn5,spatial,accuracy,0.3569270817480031,0.22449114156422081,0.4893630219317854,5,10.0,4,16079,16079,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_coarse,canada_crops_coarse,classification,linear,spatial,accuracy,0.37979754209518435,0.26731050782992816,0.49228457636044054,5,10.0,4,16079,16079,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_fine,canada_crops_fine,classification,knn5,random,accuracy,0.3178629347390971,0.3090199783556929,0.3267058911225013,5,10.0,4,14566,14566,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_fine,canada_crops_fine,classification,linear,random,accuracy,0.29513864517211913,0.28901732914446804,0.3012599611997702,5,10.0,4,14566,14566,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_fine,canada_crops_fine,classification,knn5,spatial,accuracy,0.18090935559243512,0.11940630824141832,0.24241240294345193,5,10.0,4,14566,14566,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
dm-canada_crops_fine,canada_crops_fine,classification,linear,spatial,accuracy,0.27306005358695984,0.21743231687666256,0.32868779029725714,5,10.0,4,14566,14566,0,sincos,torchgeo_bench.coordbench.models.SinCosLocationEncoder
